loc_name,loc_x,loc_y,
fish91, -1.0276565945012437,0.09954072590890688
fish77, 0.08531994981179424,0.05269761606022585
fish63, 0.18615015192430953,0.10691837277066804
wild14, 0.5065738839577136,0.19796285499751443
wild21, -0.15219207048192618,0.07395294561294179
wild27, 0.7509814057950324,0.060281393367216905
fish95, -0.1719163604648169,0.10410822809134976
fish92, 0.16292126267562523,0.945397051577909
fish94, 1.4814798006753507,0.06935899696795333
fish86, -0.9057148778223953,0.3930077434723575
wild17, -0.18247450597208836,0.06523559211909633
farmed108, -0.2958442325722107,0.06574876842604402
farmed99, 0.22044796620995677,0.0877198333289416
farmed110, -0.27244980341155306,0.0764563605690138
farmed102, -0.21559991826432442,0.12927019637693343
wild19, 0.1167663604212178,0.7585184979710503
wild26, -0.047175145579398885,0.8333135548737086
fish73, 0.8413972002822624,0.9558986988296306
fish88, -0.01016753790316383,0.18138490770167115
wild8, 0.8259163561725646,0.9418208590531634
fish84, 0.20206341746926457,0.8607794973732585
farmed101, 0.2588606169781581,0.06390593778544788
fish54, 0.5530024898249419,0.9474407314764772
fish56, -0.26795339047748085,0.10144461203560548
fish90, 0.7819212503286572,0.07893890871275698
farmed113, 0.23498948200343994,0.7521467923192043
fish79, 0.2081526430798759,0.731267115003137
wild25, -0.22115968186056,0.03895401108678748
wild30, 0.38701669000361144,0.05067211891048678
wild7, -0.06558010419094155,0.30338230335593036
farmed112, -0.3441181885555351,0.08234767384185793
fish62, -0.283636297894929,0.9229854326685389
fish78, -0.1901364538209952,0.9317942144072598
fish76, -0.3411645501836502,0.09252463587545513
wild5, -0.056614208428934915,0.514277046729031
fish80, 0.027270944540778518,0.12021415881659048
fish57, -0.6085710651592868,0.22867687330063358
wild15, -0.18101025500245072,0.05998783346024979
fish81, 0.215035019299288,0.051524116680417224
wild11, -0.03179478612038771,0.8510717535887997
farmed98, -1.9872095073748366,0.9180858274978556
wild12, -0.09280879144331367,0.7965248746889119
wild18, 0.1124590334442193,0.9192701379804868
wild6, -1.0397668454329112,0.9593455034378644
wild1, -0.0427323841390756,0.9002235408676219
wild20, 0.1949504288993046,0.0348668892223164
farmed111, 0.3337741515503315,0.7671061175406984
farmed100, -1.1638226188463816,0.923538503680898
fish61, -0.8356516252811266,0.9720777652143396
fish70, -1.5557570287274234,0.9774834246374562
farmed105, 0.1468100193945769,0.05602617555465344
wild3, 0.20120883970307887,0.9515019292629259
wild10, -0.38080388679951455,0.04336627675577949
farmed103, -1.666208302539581,0.02856553100588133
fish85, -0.2739181782843238,0.007399424670523158
fish87, -0.26669864446466235,0.04256885938267064
fish93, 1.3438871645275245,0.06266122548393474
fish65, 0.4974032791448044,0.9455893023418268
